document_id,title,author,characters_before,characters_after,removed_characters,first_excerpt_before,first_excerpt_after,last_excerpt_before,last_excerpt_after,status,removed_blocks
usp_news_000077,Quanto custa uma vida digna? Projeto estima os salários necessários para cobrir despesas,,9662,9156,506,"## Quanto custa uma vida digna? Projeto estima os salários necessários para cobrir despesas

## Estimativas de salário digno para 79 regiões brasileiras refletem diferenças e desigualdades no custo de vida e no mercado de trabalho

Publicado: 27/05/2026 às 15:51 Atualizado: 29/05/2026 às 9:36

## Texto: Silvana Salles

## Arte: Livia Bortoletto\*\*

Metodologia utilizada no estudo procura aproximar o modelo dos custos reais das famílias brasileiras – Foto: [Stefamerpik/Magnific](https://www.magn","## Estimativas de salário digno para 79 regiões brasileiras refletem diferenças e desigualdades no custo de vida e no mercado de trabalho

Publicado: 27/05/2026 às 15:51 Atualizado: 29/05/2026 às 9:36

## Texto: Silvana Salles

## Arte: Livia Bortoletto\*\*

Metodologia utilizada no estudo procura aproximar o modelo dos custos reais das famílias brasileiras – Foto: [Stefamerpik/Magnific](https://www.magnific.com/free-photo/serious-elder-senior-greyhaired-grandpa-using-calculator-counting-bank-lo","idade/trabalhadoras-do-cuidado-compartilham-experiencias-em-coloquio-realizado-na-usp/)

---

**Política de uso**
A reprodução de matérias e fotografias é livre mediante a citação do Jornal da USP e do autor. No caso dos arquivos de áudio, deverão constar dos créditos a Rádio USP e, em sendo explicitados, os autores. Para uso de arquivos de vídeo, esses créditos deverão mencionar a TV USP e, caso estejam explicitados, os autores. Fotos devem ser creditadas como USP Imagens e o nome do fotógrafo.","por exemplo.

## Leia mais +

## [Documentos sobre escravidão e pós-abolição retratam as dificuldades dos negros para entrar no mercado de trabalho](https://jornal.usp.br/diversidade/documentos-sobre-escravidao-e-pos-abolicao-retratam-as-dificuldades-dos-negros-para-entrar-no-mercado-de-trabalho/)

## [Trabalhadoras do cuidado compartilham experiências em colóquio realizado na USP](https://jornal.usp.br/diversidade/trabalhadoras-do-cuidado-compartilham-experiencias-em-coloquio-realizado-na-usp/)",APROVADO,"[{""rule"": ""duplicate_leading_title"", ""reason"": ""primeiro bloco repete o campo titulo"", ""text"": ""## Quanto custa uma vida digna? Projeto estima os salários necessários para cobrir despesas""}, {""rule"": ""generic_reuse_credits"", ""reason"": ""política institucional geral após o artigo"", ""text"": ""**Política de uso**\nA reprodução de matérias e fotografias é livre mediante a citação do Jornal da USP e do autor. No caso dos arquivos de áudio, deverão constar dos créditos a Rádio USP e, em sendo explicitados, os autores. Para uso de arquivos de vídeo, esses créditos deverão mencionar a TV USP e, caso estejam explicitados, os autores. Fotos devem ser creditadas como USP Imagens e o nome do fotógrafo.""}, {""rule"": ""generic_reuse_separator"", ""reason"": ""separador do bloco institucional removido"", ""text"": ""---""}]"
usp_news_000078,USP recebe encontro nacional sobre sustentabilidade nas universidades,,3861,3861,0,"Banner do evento – Foto: Divulgação

A USP sediará, nos dias 15, a partir das 10h, e 16 de junho, a partir das 9h, o *Seminário Nacional Anual UI GreenMetric: Sustainable Universities – Challenges and Learnings in a Changing World.* Organizado pela Superintendência de Gestão Ambiental (SGA) da USP, o evento reunirá gestores, pesquisadores e especialistas para debater experiências, desafios e estratégias voltadas à sustentabilidade nas instituições de ensino superior. As inscrições já estão abert","Banner do evento – Foto: Divulgação

A USP sediará, nos dias 15, a partir das 10h, e 16 de junho, a partir das 9h, o *Seminário Nacional Anual UI GreenMetric: Sustainable Universities – Challenges and Learnings in a Changing World.* Organizado pela Superintendência de Gestão Ambiental (SGA) da USP, o evento reunirá gestores, pesquisadores e especialistas para debater experiências, desafios e estratégias voltadas à sustentabilidade nas instituições de ensino superior. As inscrições já estão abert"," Intervalo para almoço

14h30 – Universidades sustentáveis: práticas em gestão de resíduos
Participação de representantes da UFLA, Unicamp e Facens

15h30 – Universidades sustentáveis: práticas em educação e governança para o desenvolvimento sustentável
Participação de representantes da UFMS, Unesp e Senac

16h30 – Encerramento do seminário

### 16 de junho – Visita técnica

9h às 16h – Recepção dos participantes e visita a iniciativas de sustentabilidade da USP no campus da Cidade Universitária"," Intervalo para almoço

14h30 – Universidades sustentáveis: práticas em gestão de resíduos
Participação de representantes da UFLA, Unicamp e Facens

15h30 – Universidades sustentáveis: práticas em educação e governança para o desenvolvimento sustentável
Participação de representantes da UFMS, Unesp e Senac

16h30 – Encerramento do seminário

### 16 de junho – Visita técnica

9h às 16h – Recepção dos participantes e visita a iniciativas de sustentabilidade da USP no campus da Cidade Universitária",APROVADO,[]
usp_news_000079,Cientistas brasileiras debatem avanços e experiências de pesquisas em evento de 70 anos do Ipen,,3431,3431,0,"Vista aérea do Ipen, que celebra 70 anos de fundação – Foto: Roberto Fraga/Ipen

.
O Instituto de Pesquisas Energéticas e Nucleares (Ipen), em celebração aos 70 anos de sua fundação, promoverá, no dia 29 de maio, mais um evento da série especial comemorativa, sobre o tema: *Mulheres na Ciência: compartilhando trajetórias, experiências e contribuições no campo científico*. Nesta edição, a proposta é compartilhar experiências de mulheres cientistas ao longo de suas trajetórias profissionais, forta","Vista aérea do Ipen, que celebra 70 anos de fundação – Foto: Roberto Fraga/Ipen

.
O Instituto de Pesquisas Energéticas e Nucleares (Ipen), em celebração aos 70 anos de sua fundação, promoverá, no dia 29 de maio, mais um evento da série especial comemorativa, sobre o tema: *Mulheres na Ciência: compartilhando trajetórias, experiências e contribuições no campo científico*. Nesta edição, a proposta é compartilhar experiências de mulheres cientistas ao longo de suas trajetórias profissionais, forta","ado em Química pela mesma instituição. Atualmente é pesquisadora do Ipen e tem experiência na área de Química, com ênfase em Eletroquímica, atuando principalmente na área de células a combustível.

*Mulheres na Ciência: compartilhando trajetórias, experiências e contribuições no campo científico*Data: dia 29 de maio, das 9h30 às 11h30
Local: Auditório Rômulo Ribeiro Pieroni do Ipen
Endereço: Av. Prof. Lineu Prestes, 2.242, Bloco da Administração, Cidade Universitária, Butantã, São Paulo
Gratuito","ado em Química pela mesma instituição. Atualmente é pesquisadora do Ipen e tem experiência na área de Química, com ênfase em Eletroquímica, atuando principalmente na área de células a combustível.

*Mulheres na Ciência: compartilhando trajetórias, experiências e contribuições no campo científico*Data: dia 29 de maio, das 9h30 às 11h30
Local: Auditório Rômulo Ribeiro Pieroni do Ipen
Endereço: Av. Prof. Lineu Prestes, 2.242, Bloco da Administração, Cidade Universitária, Butantã, São Paulo
Gratuito",APROVADO,[]
usp_news_000080,Peça conta a história do pugilista caribenho Emile Griffith,,2784,2784,0,"Cena de 12º Round: a História de Emile Griffith – Foto: Arquivo pessoal/Eduardo Filho/Coletivo Nocaute

Em cartaz até 14 de junho na sala do Teatro da USP (Tusp) no Centro MariAntonia da USP, a peça *12º Round: A História de Emile Griffith*, do Coletivo Nocaute, conta a trajetória do pugilista caribenho que, ao longo de sua carreira, sofreu com o racismo e a homofobia presentes no meio esportivo.

O espetáculo parte de uma tragédia que abalou para sempre a carreira de Emile Griffith (1938-2013),","Cena de 12º Round: a História de Emile Griffith – Foto: Arquivo pessoal/Eduardo Filho/Coletivo Nocaute

Em cartaz até 14 de junho na sala do Teatro da USP (Tusp) no Centro MariAntonia da USP, a peça *12º Round: A História de Emile Griffith*, do Coletivo Nocaute, conta a trajetória do pugilista caribenho que, ao longo de sua carreira, sofreu com o racismo e a homofobia presentes no meio esportivo.

O espetáculo parte de uma tragédia que abalou para sempre a carreira de Emile Griffith (1938-2013),","tações Santa Cecília e Higienópolis-Mackenzie do metrô). Entrada grátis. Os ingressos devem ser retirados na bilheteria do Centro MariAntonia a partir de uma hora antes do espetáculo.*

*Ouça no link abaixo o boletim* Dica Cultural*, da Rádio USP, sobre a peça* 12º Round: A História de Emile Griffith*, transmitido no dia 25 de maio de 2026. A produção e a apresentação são da jornalista Heloisa Granito.*

<https://jornal.usp.br/wp-content/uploads/2026/05/DICA-CULTURAL-01_25-05-26_TUSP_PECA-1.mp3>","tações Santa Cecília e Higienópolis-Mackenzie do metrô). Entrada grátis. Os ingressos devem ser retirados na bilheteria do Centro MariAntonia a partir de uma hora antes do espetáculo.*

*Ouça no link abaixo o boletim* Dica Cultural*, da Rádio USP, sobre a peça* 12º Round: A História de Emile Griffith*, transmitido no dia 25 de maio de 2026. A produção e a apresentação são da jornalista Heloisa Granito.*

<https://jornal.usp.br/wp-content/uploads/2026/05/DICA-CULTURAL-01_25-05-26_TUSP_PECA-1.mp3>",APROVADO,[]
usp_news_000081,Encontro no Museu do Ipiranga busca reinterpretar modos de vida rurais,,8606,8606,0,"Iniciativa do Museu do Ipiranga propõe uma reinterpretação do acervo a partir de múltiplas vozes – Foto: [Museu do Ipiranga](https://museudoipiranga.org.br/a-colecao-sertaneja-e-os-agentes-do-vale-do-paraiba/)

No próximo sábado, dia 30 de maio, o Museu do Ipiranga realiza o *Encontros com o acervo: a Coleção Sertaneja e os agentes do Vale do Paraíba* dedicado à coleção homônima, reunindo pesquisadores, artistas, artesãos e agentes culturais em um processo coletivo de escuta, troca e produção de","Iniciativa do Museu do Ipiranga propõe uma reinterpretação do acervo a partir de múltiplas vozes – Foto: [Museu do Ipiranga](https://museudoipiranga.org.br/a-colecao-sertaneja-e-os-agentes-do-vale-do-paraiba/)

No próximo sábado, dia 30 de maio, o Museu do Ipiranga realiza o *Encontros com o acervo: a Coleção Sertaneja e os agentes do Vale do Paraíba* dedicado à coleção homônima, reunindo pesquisadores, artistas, artesãos e agentes culturais em um processo coletivo de escuta, troca e produção de","sível em Libras
Classificação livre
Funcionamento: Terça a domingo (incluindo feriados), das 10h às 17h (última entrada às 16h). A bilheteria abre às 9h nos dias pagos e 10h nos dias de gratuidade (25 e 26/01)
Ingressos para as exposições de longa-duração: R$ 30 e R$ 15 (meia-entrada).
Gratuidades: Quartas-feiras e primeiro domingo do mês, além de entrada franca para públicos específicos. Confira mais informações: museudoipiranga.org.br/visite/

*\*Da Assessoria de Imprensa do Museu do Ipiranga*","sível em Libras
Classificação livre
Funcionamento: Terça a domingo (incluindo feriados), das 10h às 17h (última entrada às 16h). A bilheteria abre às 9h nos dias pagos e 10h nos dias de gratuidade (25 e 26/01)
Ingressos para as exposições de longa-duração: R$ 30 e R$ 15 (meia-entrada).
Gratuidades: Quartas-feiras e primeiro domingo do mês, além de entrada franca para públicos específicos. Confira mais informações: museudoipiranga.org.br/visite/

*\*Da Assessoria de Imprensa do Museu do Ipiranga*",APROVADO,[]
usp_news_000082,Queda da fertilidade masculina acende alerta sobre hábitos modernos e poluição,Simone Lemos,7085,6998,87,"Por [Simone Lemos](https://jornal.usp.br/author/silemusp-br/ ""Posts de Simone Lemos"")

Foto: [Andrew Neel/Pexels](https://www.pexels.com/photo/photo-of-man-leaning-on-wooden-table-3132388/)

<https://jornal.usp.br/wp-content/uploads/2026/05/INFERTILIDADE-MASCULINA_SIMONE-LEMOS.mp3>

A queda da fertilidade masculina já é tratada por especialistas como um dos principais desafios de saúde reprodutiva deste século. Dados do Ministério da Saúde mostram aumento da procura por atendimento relacionado à","Foto: [Andrew Neel/Pexels](https://www.pexels.com/photo/photo-of-man-leaning-on-wooden-table-3132388/)

<https://jornal.usp.br/wp-content/uploads/2026/05/INFERTILIDADE-MASCULINA_SIMONE-LEMOS.mp3>

A queda da fertilidade masculina já é tratada por especialistas como um dos principais desafios de saúde reprodutiva deste século. Dados do Ministério da Saúde mostram aumento da procura por atendimento relacionado à infertilidade no Sistema Único de Saúde, enquanto pesquisas internacionais indicam red","mar fórmulas prontas”, afirma.

O especialista destaca ainda a importância da prevenção e do acompanhamento precoce, principalmente entre adolescentes e adultos jovens. “A minha maior preocupação hoje é com os adolescentes. Estamos observando cada vez mais jovens com qualidade espermática muito baixa”, alerta.

Para os especialistas, a discussão sobre fertilidade masculina deve ganhar cada vez mais espaço nos próximos anos, tanto na área médica quanto nas políticas públicas de saúde reprodutiva.","mar fórmulas prontas”, afirma.

O especialista destaca ainda a importância da prevenção e do acompanhamento precoce, principalmente entre adolescentes e adultos jovens. “A minha maior preocupação hoje é com os adolescentes. Estamos observando cada vez mais jovens com qualidade espermática muito baixa”, alerta.

Para os especialistas, a discussão sobre fertilidade masculina deve ganhar cada vez mais espaço nos próximos anos, tanto na área médica quanto nas políticas públicas de saúde reprodutiva.",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Simone Lemos](https://jornal.usp.br/author/silemusp-br/ \""Posts de Simone Lemos\"")""}]"
usp_news_000083,Edição de 27 de maio de 2026,Joyce Pezzato,1480,1387,93,"Por [Joyce Pezzato\*](https://jornal.usp.br/author/joycepezzato/ ""Posts de Joyce Pezzato*"")

O *Jornal da USP no Ar – Edição Regional* desta quarta-feira (27/5) informa, entre outras notícias, que a Prefeitura de Ribeirão Preto realiza nesta sexta-feira, dia 29 de maio, a quarta edição do Emprega Mais Ribeirão de 2026, no Parque Tom Jobim, região norte da cidade. O mutirão vai reunir 24 empresas de diferentes segmentos e oferecer 1.080 vagas de emprego, com oportunidades para contratação imediat","O *Jornal da USP no Ar – Edição Regional* desta quarta-feira (27/5) informa, entre outras notícias, que a Prefeitura de Ribeirão Preto realiza nesta sexta-feira, dia 29 de maio, a quarta edição do Emprega Mais Ribeirão de 2026, no Parque Tom Jobim, região norte da cidade. O mutirão vai reunir 24 empresas de diferentes segmentos e oferecer 1.080 vagas de emprego, com oportunidades para contratação imediata. Você também vai ouvir os destaques do **Jornal da USP** e da home Ribeirão Preto do **Jorn","AL-27-05-2026.mp3>

O Jornal da USP no Ar, Edição Regional vai ao ar de segunda a sexta-feira, a partir das 12h30, pela Rádio USP em Ribeirão Preto, com produção e reportagens da Equipe de jornalismo da Rádio USP Ribeirão. Apresentação: Mel Vieira e Ferraz Junior. Técnica: Luiz Fontana, Mario Brother. Supervisão: Ferraz Junior. Coordenação: Gabriel Soares. Você pode sintonizar a Rádio USP em Ribeirão Preto FM 107.9, pela internet em ribeirao.usp.br ou pelo aplicativo do Jornal da USP no celular.","AL-27-05-2026.mp3>

O Jornal da USP no Ar, Edição Regional vai ao ar de segunda a sexta-feira, a partir das 12h30, pela Rádio USP em Ribeirão Preto, com produção e reportagens da Equipe de jornalismo da Rádio USP Ribeirão. Apresentação: Mel Vieira e Ferraz Junior. Técnica: Luiz Fontana, Mario Brother. Supervisão: Ferraz Junior. Coordenação: Gabriel Soares. Você pode sintonizar a Rádio USP em Ribeirão Preto FM 107.9, pela internet em ribeirao.usp.br ou pelo aplicativo do Jornal da USP no celular.",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Joyce Pezzato\\*](https://jornal.usp.br/author/joycepezzato/ \""Posts de Joyce Pezzato*\"")""}]"
usp_news_000084,Olimpíada Brasileira de Robótica realiza etapa regional na USP em São Carlos,,5946,5946,0,"Olimpíada Brasileira de Robótica é dividida na modalidade teórica e em três modalidades práticas: resgate, artística e virtual – Foto: Divulgação/ICMC

.
Robôs que seguem trajetos sozinhos, desviam de obstáculos e até encontram vítimas em cenários simulados poderão ser vistos em São Carlos nos dias 13 e 14 de junho. O Instituto de Ciências Matemáticas e de Computação (ICMC) da USP vai sediar a 11ª Etapa Regional da [Olimpíada Brasileira de Robótica (OBR)](https://obr.robocup.org.br/) que, neste ","Olimpíada Brasileira de Robótica é dividida na modalidade teórica e em três modalidades práticas: resgate, artística e virtual – Foto: Divulgação/ICMC

.
Robôs que seguem trajetos sozinhos, desviam de obstáculos e até encontram vítimas em cenários simulados poderão ser vistos em São Carlos nos dias 13 e 14 de junho. O Instituto de Ciências Matemáticas e de Computação (ICMC) da USP vai sediar a 11ª Etapa Regional da [Olimpíada Brasileira de Robótica (OBR)](https://obr.robocup.org.br/) que, neste "," [Lei nº 24.123, de 1º de abril de 2026](https://leis.org/prefeitura/sp/sao-carlos/lei/lei-ordinaria/2026/24123/lei-ordinaria-n-24123-2026-dispoe-sobre-a-criacao-da-semana-municipal-da-robotica-no-municipio-de-sao-carlos-e-da-outras-providencias/?termo=semana%20municipal%20rob%C3%B3tica)
Veja o site da Olimpíada Brasileira de Robótica: [https://obr.robocup.org.br](https://obr.robocup.org.br/)

.

*Texto: Gabriele Maciel, sob supervisão de Denise Casatti, da Assessoria de Comunicação do ICMC/USP*"," [Lei nº 24.123, de 1º de abril de 2026](https://leis.org/prefeitura/sp/sao-carlos/lei/lei-ordinaria/2026/24123/lei-ordinaria-n-24123-2026-dispoe-sobre-a-criacao-da-semana-municipal-da-robotica-no-municipio-de-sao-carlos-e-da-outras-providencias/?termo=semana%20municipal%20rob%C3%B3tica)
Veja o site da Olimpíada Brasileira de Robótica: [https://obr.robocup.org.br](https://obr.robocup.org.br/)

.

*Texto: Gabriele Maciel, sob supervisão de Denise Casatti, da Assessoria de Comunicação do ICMC/USP*",APROVADO,[]
usp_news_000085,Os riscos do encolhimento de áreas verdes nas cidades,,3443,3443,0,"Espraiamento urbano é o nome dado para o crescimento horizontal e desordenado das cidades substituindo as áreas verdes – Foto: Marcos Santos/USP Imagens

<https://jornal.usp.br/wp-content/uploads/2026/05/AREAS-VERDES-NAS-BORDAS-DAS-CIDADES_PROFa_AMARILIS-CASTELI.mp3>

O crescimento acelerado das cidades e da ocupação agrícola nas bordas urbanas tem reduzido áreas verdes, florestas, rios e córregos. Essas áreas verdes oferecem serviços essenciais como regulação do clima, manutenção do ciclo da ág","Espraiamento urbano é o nome dado para o crescimento horizontal e desordenado das cidades substituindo as áreas verdes – Foto: Marcos Santos/USP Imagens

<https://jornal.usp.br/wp-content/uploads/2026/05/AREAS-VERDES-NAS-BORDAS-DAS-CIDADES_PROFa_AMARILIS-CASTELI.mp3>

O crescimento acelerado das cidades e da ocupação agrícola nas bordas urbanas tem reduzido áreas verdes, florestas, rios e córregos. Essas áreas verdes oferecem serviços essenciais como regulação do clima, manutenção do ciclo da ág","r os impactos do espraiamento urbano. Também defende o uso de soluções baseadas na natureza, como jardins de chuva, parques lineares e áreas de proteção ambiental, que ajudam a melhorar a infiltração da água no solo, reduzir enchentes, amenizar o calor urbano e preservar a biodiversidade . Além disso, a pesquisadora ressalta o papel das universidades e da pesquisa científica no desenvolvimento de diagnósticos, tecnologias e diretrizes para políticas públicas voltadas a cidades mais sustentáveis.","r os impactos do espraiamento urbano. Também defende o uso de soluções baseadas na natureza, como jardins de chuva, parques lineares e áreas de proteção ambiental, que ajudam a melhorar a infiltração da água no solo, reduzir enchentes, amenizar o calor urbano e preservar a biodiversidade . Além disso, a pesquisadora ressalta o papel das universidades e da pesquisa científica no desenvolvimento de diagnósticos, tecnologias e diretrizes para políticas públicas voltadas a cidades mais sustentáveis.",APROVADO,[]
usp_news_000086,USP busca voluntários para pesquisa sobre uso de redes sociais,Sofhia Camargo,1155,1059,96,"Por [Sofhia Camargo\*](https://jornal.usp.br/author/sofhiacamargo/ ""Posts de Sofhia Camargo*"")

O Laboratório de Nutrição e Comportamento (LNC) da Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP) da USP busca voluntários, com idades entre 20 e 30 anos, para participar de uma pesquisa sobre o uso problemático das redes sociais. O estudo é realizado de forma on-line e anônima, com duração média de 15 minutos. Os interessados podem se inscrever [neste link](https://redcap.fmrp.u","O Laboratório de Nutrição e Comportamento (LNC) da Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP) da USP busca voluntários, com idades entre 20 e 30 anos, para participar de uma pesquisa sobre o uso problemático das redes sociais. O estudo é realizado de forma on-line e anônima, com duração média de 15 minutos. Os interessados podem se inscrever [neste link](https://redcap.fmrp.usp.br/surveys/?s=ND9EKXLTHJCDK3NT).

A pesquisa faz parte do mestrado de Pedro Henrique Bolognez",", e tem como objetivo investigar os efeitos do uso excessivo das redes sociais em aspectos como qualidade subjetiva do sono, saúde mental, prática de atividade física e comer emocional [comportamento caracterizado pelo uso da comida para lidar com sentimentos].

O estudo também conta com a colaboração do professor João Roberto Lopes de Azevedo e da aluna de iniciação científica Laura Carlucci Stefanelli De Luca.

Mais informações: pedrovolpe@usp.br

*\*Estagiária sob supervisão de Rose Talamone*",", e tem como objetivo investigar os efeitos do uso excessivo das redes sociais em aspectos como qualidade subjetiva do sono, saúde mental, prática de atividade física e comer emocional [comportamento caracterizado pelo uso da comida para lidar com sentimentos].

O estudo também conta com a colaboração do professor João Roberto Lopes de Azevedo e da aluna de iniciação científica Laura Carlucci Stefanelli De Luca.

Mais informações: pedrovolpe@usp.br

*\*Estagiária sob supervisão de Rose Talamone*",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Sofhia Camargo\\*](https://jornal.usp.br/author/sofhiacamargo/ \""Posts de Sofhia Camargo*\"")""}]"
usp_news_000087,Solução de controvérsias no Mercosul: imagem de sistema ineficiente é equivocada,,7967,7469,498,"## Solução de controvérsias no Mercosul: imagem de sistema ineficiente é equivocada

## Conjunto de mecanismos jurídicos e diplomáticos criado em 1994 tem histórico de 13 demandas resolvidas, sendo por vezes considerado subutilizado. Pesquisador explica porque número não deve ser considerado baixo

Publicado: 27/05/2026 às 11:24

## Texto: Luana Mendes\*

## Arte: Livia Bortoletto\*\*

Os blocos econômicos são associações entre países que firmam acordos para facilitar o comércio e integrar suas ","## Conjunto de mecanismos jurídicos e diplomáticos criado em 1994 tem histórico de 13 demandas resolvidas, sendo por vezes considerado subutilizado. Pesquisador explica porque número não deve ser considerado baixo

Publicado: 27/05/2026 às 11:24

## Texto: Luana Mendes\*

## Arte: Livia Bortoletto\*\*

Os blocos econômicos são associações entre países que firmam acordos para facilitar o comércio e integrar suas economias – Foto: [Magnific](https://www.magnific.com/br/fotos-gratis/a-mao-de-uma-pe","tina-dados-indicam-aumento-de-regimes-autoritarios-por-manipulacao-de-regra-eleitoral/)

---

**Política de uso**
A reprodução de matérias e fotografias é livre mediante a citação do Jornal da USP e do autor. No caso dos arquivos de áudio, deverão constar dos créditos a Rádio USP e, em sendo explicitados, os autores. Para uso de arquivos de vídeo, esses créditos deverão mencionar a TV USP e, caso estejam explicitados, os autores. Fotos devem ser creditadas como USP Imagens e o nome do fotógrafo.","neste [link](https://teses.usp.br/teses/disponiveis/84/84131/tde-19022026-172916/pt-br.html).

Mais informações: ajjoliveira@outlook.com, com Adriano de Oliveira

\**Estagiária sob orientação de Luiza Caires*

\*\**Estagiária sob orientação de Simone Gomes*

## Leia +

## [América Latina: dados indicam aumento de regimes autoritários por manipulação de regra eleitoral](https://jornal.usp.br/ciencias/america-latina-dados-indicam-aumento-de-regimes-autoritarios-por-manipulacao-de-regra-eleitoral/)",APROVADO,"[{""rule"": ""duplicate_leading_title"", ""reason"": ""primeiro bloco repete o campo titulo"", ""text"": ""## Solução de controvérsias no Mercosul: imagem de sistema ineficiente é equivocada""}, {""rule"": ""generic_reuse_credits"", ""reason"": ""política institucional geral após o artigo"", ""text"": ""**Política de uso**\nA reprodução de matérias e fotografias é livre mediante a citação do Jornal da USP e do autor. No caso dos arquivos de áudio, deverão constar dos créditos a Rádio USP e, em sendo explicitados, os autores. Para uso de arquivos de vídeo, esses créditos deverão mencionar a TV USP e, caso estejam explicitados, os autores. Fotos devem ser creditadas como USP Imagens e o nome do fotógrafo.""}, {""rule"": ""generic_reuse_separator"", ""reason"": ""separador do bloco institucional removido"", ""text"": ""---""}]"
usp_news_000088,Protagonismo transgênero na ciência e saúde é tema de workshop,Vitória Gomes,1281,1187,94,"Por [Vitória Gomes\*](https://jornal.usp.br/author/vitoria-gomes/ ""Posts de Vitória Gomes*"")

No dia 15 de junho, das 9h às 18h, o Departamento de Farmacologia da Faculdade de Medicina de Ribeirão Preto (FMRP) da USP promove o *1° Workshop TRANSforma Saúde: O protagonismo transgênero na ciência*, voltado tanto para a comunidade acadêmica quanto para o público externo. O evento, gratuito, será realizado no Anfiteatro Pedreira de Freitas, Prédio Central da FMRP.

O encontro tem como objetivo abord","No dia 15 de junho, das 9h às 18h, o Departamento de Farmacologia da Faculdade de Medicina de Ribeirão Preto (FMRP) da USP promove o *1° Workshop TRANSforma Saúde: O protagonismo transgênero na ciência*, voltado tanto para a comunidade acadêmica quanto para o público externo. O evento, gratuito, será realizado no Anfiteatro Pedreira de Freitas, Prédio Central da FMRP.

O encontro tem como objetivo abordar temas relacionados à produção de conhecimento científico, representatividade trans nos espa","tes, pesquisadores, profissionais da saúde e integrantes da comunidade LGBTQIAPN+ que abordarão temáticas sobre rede de apoio a crianças e adolescentes transgêneros, pesquisa clínica e saúde transespecífica, saúde cardiovascular transmaculina, transmaculinidade e curso de vida e a importância da educação física para a saúde transmasculina.

Mais informações pelo e-mail [mpiofonseca@gmail.com](mailto:mpiofonseca@gmail.com) ou telefone (16) 3315-3221

*\*Estagiária sob supervisão de Rose Talamone*","tes, pesquisadores, profissionais da saúde e integrantes da comunidade LGBTQIAPN+ que abordarão temáticas sobre rede de apoio a crianças e adolescentes transgêneros, pesquisa clínica e saúde transespecífica, saúde cardiovascular transmaculina, transmaculinidade e curso de vida e a importância da educação física para a saúde transmasculina.

Mais informações pelo e-mail [mpiofonseca@gmail.com](mailto:mpiofonseca@gmail.com) ou telefone (16) 3315-3221

*\*Estagiária sob supervisão de Rose Talamone*",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Vitória Gomes\\*](https://jornal.usp.br/author/vitoria-gomes/ \""Posts de Vitória Gomes*\"")""}]"
usp_news_000089,Conversa aborda diversidade e comunicação humanizada no cuidado à população LGBTQIA+,Rose Talamone,1709,1623,86,"Por [Rose Talamone](https://jornal.usp.br/author/rosetala/ ""Posts de Rose Talamone"")

O Grupo de Estudos e Pesquisas em Educação Física e Saúde Coletiva (GEPEFSC) da Escola de Educação Física e Esporte de Ribeirão Preto (EEFERP) da USP promove nesta quinta-feira, 28 de maio, a partir das 12h30, reunião aberta para discutir diversidade, gênero, sexualidade e estratégias de comunicação humanizada voltadas à promoção do cuidado em saúde da população LGBTQIA+. O encontro será realizado na Sala 3, 1º","O Grupo de Estudos e Pesquisas em Educação Física e Saúde Coletiva (GEPEFSC) da Escola de Educação Física e Esporte de Ribeirão Preto (EEFERP) da USP promove nesta quinta-feira, 28 de maio, a partir das 12h30, reunião aberta para discutir diversidade, gênero, sexualidade e estratégias de comunicação humanizada voltadas à promoção do cuidado em saúde da população LGBTQIA+. O encontro será realizado na Sala 3, 1º andar do prédio verde da EEFERP, aberto à comunidade universitária e ao público em ge","daptação transcultural e validação de uma escala destinada a avaliar barreiras à prática de atividade física entre pessoas da comunidade LGBTQIA+.

O GEPEFSC também participa de pesquisas e ações voltadas à equidade em saúde. O professor Átila Alexandre Trapé, coordenador do grupo, orienta estudos sobre o tema e atuou na coordenação da 11ª edição do Programa de Educação pelo Trabalho para a Saúde, iniciativa que desenvolve atividades relacionadas à diversidade e à inclusão nos serviços de saúde.","daptação transcultural e validação de uma escala destinada a avaliar barreiras à prática de atividade física entre pessoas da comunidade LGBTQIA+.

O GEPEFSC também participa de pesquisas e ações voltadas à equidade em saúde. O professor Átila Alexandre Trapé, coordenador do grupo, orienta estudos sobre o tema e atuou na coordenação da 11ª edição do Programa de Educação pelo Trabalho para a Saúde, iniciativa que desenvolve atividades relacionadas à diversidade e à inclusão nos serviços de saúde.",APROVADO,"[{""rule"": ""duplicate_byline"", ""reason"": ""byline inicial repete o campo autor"", ""text"": ""Por [Rose Talamone](https://jornal.usp.br/author/rosetala/ \""Posts de Rose Talamone\"")""}]"
